cust_id,cntr_id,weight,strata,treatment,caller,date_called,call_status,planted_acres,yield_bags,fert_bags,yield_rate,yield_lost,reason,yield_max_bags,sold_bags,sold_price,notes,call_count
160265,49421,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-24,connected,8,11,4,average,1/3,drought after flowering,0,0,0,"Yield is not enough, hence is for consumption only.",
194782,48901,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,4,13,4,average,1/2,drought after flowering,25,0,0,"",
206075,48885,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,10,67,0,average,1/2,drought after flowering,115,0,0,"",
82972,48769,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,,,,"","","",,,,"",
183487,48766,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
183657,48607,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
183102,48476,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-24,connected,5,14,10,average,1/2,drought after flowering,45,90,110,"",
191904,48479,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,6,14,10,poor,2/3,drought after flowering,26,0,0,"Yield is not enough, hence is for consumption only.",
182308,47478,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,6,12,8,poor,1/3,drought after flowering,32,0,0,"Yield is not enough, hence is for consumption only.",
206795,50352,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,4,9,6,poor,1/2,drought after flowering,28,0,0,"Yield is not enough, hence is for consumption only.",
5781,49570,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,4,12,7,poor,1/2,drought after flowering,35,6,70,"",
206534,50259,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,4,17,2,average,2/3,no fertilizer,24,0,0,Pets and disease also affect some parts of the farm.,
193014,48087,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,2,3,4,poor,1/3,drought after flowering,16,0,0,"Yield is not enough, hence is for consumption only.",
5867,50107,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,3,6,4,average,1/3,drought after flowering,19,0,0,"Yield is not enough, hence is for consumption only.",
206233,49216,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,10,27,8,poor,1/3,drought after flowering,85,0,0,"",
187815,47872,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,6,13,6,poor,1/2,drought after flowering,30,0,0,"",
194684,48912,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,1,2,4,very poor,1/3,other,8,0,0,"Yield is not enough, hence is for consumption only.",
25218,48031,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,4,10,9,poor,1/3,drought after flowering,40,0,0,"Yield is not enough, hence is for consumption only.",
182345,48810,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-27,connected,1,4,0,average,1/2,no fertilizer,8,0,0,"",
181918,48322,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,,,,"","","",,,,The person is not worldcover customer. Contact mismatched.,
59242,47931,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,3,3,0,very poor,1/4,no fertilizer,15,3,70,Yes there was intercrops in the farm.,
56494,49293,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,5,10,0,poor,1/2,drought after flowering,35,5,160,"",
107172,49653,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,pending,,,,"","","",,,,No answer,
195139,48804,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,4,12,12,average,1/2,drought after flowering,30,6,80,No intercrops but diseases affected some portion of my farm.,
191549,48171,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,1,5,0,average,1/2,drought after flowering,10,0,0,No intercrops but diseases affected some portion of my farm.,
199875,48007,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,Cannaot be reached.,
196496,48772,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,3,8,5,average,1/2,drought after flowering,17,0,0,Pets and disease also affect some parts. But there wasn't intercrops in the farm.,
8780,44703,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,4,3,4,poor,1/4,drought after flowering,20,0,0,No intercrops but diseases affected some portion of my farm.,
187634,50220,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,10,20,11,poor,1/3,drought before flowering,60,0,0,No intercrops and there wasn't pets and diseases in the farm.,
193601,49025,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,10,20,2,poor,1/3,drought after flowering,50,0,0,No Intercrops in the farm but pets and diseases affected some portion of the farm. And the fertilizer wasn't enough for the crops.,
116013,47624,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,6,7,18,very poor,1/4,drought after flowering,30,0,0,No Intercrops in the farm.,
183278,48385,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
183121,47889,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,2,3,2,very poor,2/3,excess rain,12,0,0,No intercrops and there wasn't pets and diseases in the farm.,
171,48491,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,4,6,3,poor,2/3,drought after flowering,30,2,100,No intercrops and there wasn't pets and diseases in the farm.,
206265,49403,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,1.5,4,2,poor,2/3,drought after flowering,15,2,100,Pets affected some part of the farm but there wasn't intercrops.,
173026,48827,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,3,2,4,poor,1/4,drought after flowering,30,0,0,No intercrops and there wasn't pets and diseases in the farm.,
206177,48987,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,2,5,3,poor,1/4,drought before flowering,20,0,0,No intercrops and there wasn't pets and diseases in the farm.,
206485,50170,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,5,10,7,poor,1/3,drought before flowering,40,0,0,No Intercrops in the farm but pets and diseases affected some portion of the farm. And the fertilizer wasn't enough for the crops.,
155,50193,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
206492,50166,0.1514360313,9,grp_paidout,Alhassan,2019-12-30,connected,2,2.5,3,very poor,1/4,drought after flowering,20,0,0,No intercrops and there wasn't pets and diseases in the farm.,
100845,48101,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-30,connected,3,6,3,poor,1/4,drought before flowering,16,0,0,Fertilizer wasn't enough.,
46959,49113,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-30,connected,2,3,4,poor,1/4,drought after flowering,16,0,0,Is for consumption only.,
47007,49115,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-30,connected,,,,"","","",,,,He said he is not a farmer and that he is not from the said community.,
197648,43362,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,4,8,0,poor,1/3,no fertilizer,24,4,80,"",
206330,49790,0.2,10,grp_none,Faa-Ilatu,2019-12-31,pending,,,,"","","",,,,No answer,
200665,43591,0.2,11,grp_msg,Faa-Ilatu,2019-12-30,connected,2,4,4,poor,1/3,drought after flowering,13,0,0,Is for consumption only.,
183967,48453,0.2,11,grp_msg,Faa-Ilatu,2019-12-30,connected,3,3,6,very poor,2/3,excess rain,16,0,0,Is for consumption only.,
55055,47968,0.2,11,grp_msg,Faa-Ilatu,2019-12-30,connected,3,10,8,average,1/2,excess rain,23,0,0,"But I would be selling 5 bags soon, I currently do not know the price of a bag.",
1903,22251,0.1764705882,12,grp_none,Faa-Ilatu,2019-12-30,failed,,,,"","","",,,,Wrong number,
183964,48264,0.1764705882,12,grp_none,Faa-Ilatu,2019-12-30,connected,0,0,0,"",none,other,0,0,0,He said he did not farm this year due to some financial difficulties.,
206805,50379,0.1764705882,12,grp_none,Faa-Ilatu,2019-12-30,connected,5,14,10,average,1/2,drought after flowering,38,0,0,Is for consumption only.,
206822,50386,0.1764705882,12,grp_none,Faa-Ilatu,2019-12-30,connected,2,2,2,poor,1/3,drought after flowering,13,0,0,"Yield is not enough, hence is for consumption.",
62579,49334,0.1764705882,12,grp_none,Faa-Ilatu,2019-12-30,connected,3,5,6,poor,1/3,excess rain,15,0,0,"Yield is not enough, hence is for consumption.",
193350,48047,0.1764705882,12,grp_none,Faa-Ilatu,2019-12-30,connected,2,5,6,poor,1/3,drought before flowering,12,0,0,"Yield is not enough, hence is for consumption.",
197001,47449,0.1578947368,13,grp_paidout,Faa-Ilatu,2019-12-30,connected,5,2,15,poor,3/4,excess rain,25,0,0,"Yield is not enough, hence is for consumption.",
183959,48444,0.1578947368,13,grp_paidout,Faa-Ilatu,2019-12-30,connected,2,5,3,average,1/2,drought after flowering,10,0,0,"Yield is not enough, hence is for consumption.",
189176,48423,0.1578947368,13,grp_paidout,Faa-Ilatu,2019-12-30,connected,2,3,0,poor,1/4,drought after flowering,12,0,0,"Yield is not enough, hence is for consumption.",
53132,48749,0.2142857143,14,grp_msg,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,Number does not exist,
23212,45424,0.2142857143,14,grp_msg,Faa-Ilatu,2019-12-30,connected,2,4,4,poor,1/4,drought after flowering,18,0,0,"Yield is not enough, hence is for consumption.",
185632,43954,0.2142857143,14,grp_msg,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,Number is not active,
1030,49493,0.2222222222,15,grp_none,Faa-Ilatu,2019-12-31,connected,4,8,0,poor,1/3,drought after flowering,27,0,0,"",
201735,43950,0.2222222222,15,grp_none,Faa-Ilatu,2019-12-30,connected,1,3,3,poor,1/4,drought after flowering,9,0,0,"",
197084,48078,0.2,16,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
188667,49007,0.2,16,grp_paidout,Faa-Ilatu,2019-12-30,connected,3,15,10,average,1/2,excess rain,25,3,100,"",
29143,50184,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,3,5,3,very poor,1/4,drought after flowering,30,0,0,No intercrops and there wasn't anything like pets and diseases. Poor yield was as a result of the drought.,
328,50183,0.152238806,8,grp_none,Alhassan,2019-12-31,connected,2.5,3,2,very poor,1/4,drought after flowering,12,0,0,No intercrops and but pets and diseases also affected the farm.,
39737,43952,0.2222222222,15,grp_none,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
201737,43953,0.2,16,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
185626,43955,0.2222222222,15,grp_none,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
201738,43957,0.2222222222,15,grp_none,Alhassan,2019-12-31,connected,2,10,2,average,1/2,drought after flowering,20,0,0,No intercrops and there wasn't anything like pets and diseases. Poor yield was as a result of the drought.,
200485,43398,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,5,3,2,very poor,1/4,drought after flowering,20,0,0,No intercrops and there wasn't anything like pets and diseases. Poor yield was as a result of the drought.,
200488,43402,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
35022,43026,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,4,12,12,poor,1/3,drought after flowering,24,0,0,No intercrops and but pets and diseases also affected the farm.,
83377,47946,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,5,3,2,average,1/4,drought after flowering,35,0,0,No intercrops and there wasn't anything like pets and diseases. Poor yield was as a result of the drought.,
200607,43525,0.1578947368,13,grp_paidout,Alhassan,2019-12-31,connected,2,1,2,very poor,1/4,excess rain,10,0,0,No intercrops and but pets and diseases also affected the farm.,
201739,43958,0.2222222222,15,grp_none,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
200648,43567,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,5,12,6,poor,1/3,drought after flowering,35,0,0,No intercrops and there wasn't anything like pets and diseases. Poor yield was as a result of the drought.,
200647,43565,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,pending,,,,"","","",,,,"",
188555,43553,0.152238806,8,grp_none,Alhassan,2019-12-31,connected,2,16,5,average,2/3,pest/disease,21,0,0,No intercrops and but pets and diseases also affected the farm.,
197113,43568,0.152238806,8,grp_none,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
188624,44025,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,4,20,12,good,3/4,other,33,0,0,No intercrops.,
200563,43482,0.1578947368,13,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
200589,43500,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
201983,44038,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,4,23,8,average,1/2,drought after flowering,40,10,90,No intercrops and but pets and diseases slitely affected some portion the farm.,
188598,43571,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
7428,44043,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,pending,,,,"","","",,,,"",
200586,43494,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
205886,43485,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,7,32,5,good,2/3,drought after flowering,50,10,70,No intercrops and but pets and diseases also affected some portion the farm.,
59196,43486,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
115863,43495,0.152238806,8,grp_none,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
201991,44047,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,2,3,4,poor,1/4,drought after flowering,20,0,0,No intercrops and but pets and diseases severelly affected some portion the farm.,
196378,43572,0.152238806,8,grp_none,Alhassan,2019-12-31,connected,2,15,0,good,3/4,pest/disease,25,15,100,No intercrops and but pets and diseases also affected some portion the farm.,
5281,43575,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,3,1.5,4,very poor,1/4,drought after flowering,10,0,0,No intercrops and but pets and diseases severelly affected some portion the farm.,
4952,43576,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,2,6,2,average,2/3,drought after flowering,14,3,70,"",
182280,43577,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
9021,43578,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,failed,,,,"","","",,,,"",
167060,49232,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,3,11,4,poor,1/4,drought after flowering,30,0,0,Yes there was intercrops. pets and diseases also affected my farm.,
188329,43582,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,3,0,0,very poor,all,drought after flowering,20,0,0,No intercrops and but pets and diseases severelly affected some portion the farm.,
196542,47795,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,8,19,4,very poor,1/4,drought after flowering,45,0,0,No intercrops and but pets and diseases severelly affected some portion the farm and it was also due to inadequate fertilizer.,
205040,48940,0.152238806,8,grp_none,Alhassan,2019-12-31,connected,4,6,0,very poor,1/4,drought before flowering,25,0,0,No intercrops and but pets and diseases  affected some portion the farm.,
190640,47945,0.1514360313,9,grp_paidout,Alhassan,2019-12-31,connected,3,4,3,very poor,1/4,drought after flowering,30,0,0,No intercrops and but pets and diseases  affected some portion the farm.,
201999,44057,0.152238806,8,grp_none,Alhassan,2020-01-08,connected,2,3,3,very poor,1/4,drought before flowering,18,0,0,No intercrops and but pets and diseases  affected some portion the farm and also inadequate fertilizer.,
192950,43573,0.152238806,8,grp_none,Alhassan,2020-01-08,failed,,,,"","","",,,,"",
202002,44060,0.1514360313,9,grp_paidout,Rabiu,2019-12-31,connected,3,4,2,very poor,1/4,drought after flowering,20,0,0,No intercrops and but pets and diseases  affected some portion the farm.,
197203,44004,0.1514360313,9,grp_paidout,Faa-Ilatu,2020-01-08,connected,2,4,3,poor,1/4,drought after flowering,25,0,0,Yes there was intercrops. pets and diseases also affected my farm.,
197007,44005,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,2,7,2,average,1/2,drought after flowering,20,4,70,"",
197521,44006,0.1514360313,9,grp_paidout,Rabiu,2019-12-31,connected,6,20,3,very poor,1/4,no fertilizer,40,0,0,He was able to apply only 3 bags of fertilizer to 2 out of the 6 acres and also the crops was affected by drought during the flowring stage,
9476,47876,0.152238806,8,grp_none,Rabiu,2019-12-31,connected,6,10,6,very poor,1/4,drought before flowering,60,0,90,"No intercrops, but the reason for the poor yield was as a result of drought coupled with  striga effects.",
181885,47963,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,4,10,1,poor,1/3,drought after flowering,30,0,0,"",
197778,44132,0.1764705882,12,grp_none,Rabiu,2019-12-31,call back,,,,"","","",,,,"",
60945,45406,0.2222222222,15,grp_none,Rabiu,2019-12-31,connected,5,4,25,very poor,1/4,other,20,0,85,The land was not good for now,
202728,44707,0.1514360313,9,grp_paidout,Rabiu,2019-12-31,connected,2,2,4,very good,1/4,drought after flowering,20,0,0,No intercrops and but pets and diseases  affected some portion the farm.,
8786,44711,0.1514360313,9,grp_paidout,Rabiu,2019-12-31,failed,,,,"","","",,,,Number doesn't exist,
191516,44704,0.1514360313,9,grp_paidout,Rabiu,2019-12-31,connected,,,,"","","",,,,Phone is with her son at the moment,
202729,44706,0.152238806,8,grp_none,Faa-Ilatu,2020-01-08,connected,4,6,5,very poor,1/4,drought before flowering,36,0,0,"",
8754,44710,0.152238806,8,grp_none,Faa-Ilatu,2019-12-31,connected,4,1,2,poor,2/3,pest/disease,32,3,70,"",
493,45408,0.2,16,grp_paidout,Faa-Ilatu,2019-12-31,connected,3,9,4,average,1/2,other,3,0,0,"",
500,45428,0.2,16,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
497,45411,0.2222222222,15,grp_none,Faa-Ilatu,2019-12-31,connected,2,8,6,average,1/3,drought after flowering,17,0,0,"",
503,45426,0.2222222222,15,grp_none,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
78405,45549,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
182306,47481,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
182305,47476,0.1514360313,9,grp_paidout,Alhassan,2020-01-08,connected,4,5,0,very poor,1/4,drought before flowering,20,0,0,No intercrops and but pets and diseases  affected some portion the farm.,
182312,47483,0.152238806,8,grp_none,Alhassan,2020-01-08,failed,,,,"","","",,,,"",
196979,47475,0.152238806,8,grp_none,Faa-Ilatu,2019-12-31,connected,3,5,1,poor,2/3,drought after flowering,26,0,0,I also believe that the fertilizer wasn't enough which led to the yield I got.,
148432,47453,0.152238806,8,grp_none,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
182303,47477,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,2,2,4,very poor,3/4,drought after flowering,10,0,0,"",
182525,47450,0.152238806,8,grp_none,Faa-Ilatu,2019-12-31,connected,3,16,0,average,1/2,no labor/tractor,25,11,100,"",
9527,47865,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,5,7,0,poor,1/3,drought after flowering,35,0,0,"Yield is not enough, so is for only consumption.",
9490,47874,0.152238806,8,grp_none,Faa-Ilatu,2020-01-08,connected,10,30,20,poor,1/3,drought after flowering,200,0,0,Pets and diseases also affected my farm.,
186623,47623,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
171824,47622,0.152238806,8,grp_none,Faa-Ilatu,2019-12-31,connected,6,19,4,average,1/3,drought after flowering,37,0,0,"",
154770,47625,0.1514360313,9,grp_paidout,Faa-Ilatu,2019-12-31,connected,4,7,7,average,1/2,drought after flowering,25,0,0,"I don't think I would be selling some of the maize, since it is not even enough for our feeding. ",
194705,47862,0.152238806,8,grp_none,Faa-Ilatu,2019-12-31,connected,10,25,0,average,1/2,no labor/tractor,53,6,160,"",
4970,47863,0.152238806,8,grp_none,Alhassan,2020-01-08,connected,5,3.5,6,very poor,1/4,drought after flowering,50,0,0,No intercrops and but pets and diseases  affected some portion the farm.,
9506,47881,0.152238806,8,grp_none,Alhassan,2020-01-08,pending,,,,"","","",,,,No answer,
9511,47866,0.152238806,8,grp_none,Faa-Ilatu,2019-12-31,failed,,,,"","","",,,,"",
185538,29767,0.1535087719,5,grp_none,Hurmat,2019-12-31,connected,2,5,0,good,1/2,excess rain,10,0.5,36," We use a bowl to measure it, and i sold 3 bowls at ghs12.00 eacch",
206531,50254,0.1535087719,5,grp_none,Hurmat,2019-12-31,connected,8,38,35,very poor,3/4,excess rain,120,0,0,"About 5 acres got flooded and destroyed, the 3 acres that was harvested has been stored and not thrashed yet.",
203869,47231,0.1530054645,2,grp_none,Hurmat,2019-12-31,connected,4,8,8,poor,2/3,drought after flowering,24,8,110,"I suffered drought, my farm is 4hrs walk away from the town, it rains in the town but does not reach my farm. ",
204100,50255,0.1535087719,5,grp_none,Hurmat,2019-12-31,connected,4,8,2,poor,1/2,no labor/tractor,15,3,130,"The raifall was good, but untimely labour affected the crops",
205802,47842,0.1535087719,5,grp_none,Hurmat,2019-12-31,connected,3,15,0,good,1/2,no fertilizer,30,10,110,"",
204844,46477,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205160,50256,0.1535087719,5,grp_none,Hurmat,2019-12-31,pending,,,,"","","",,,,"",
205415,47152,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205440,47199,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205437,47197,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
202510,47159,0.1535087719,5,grp_none,Hurmat,2019-12-31,connected,8,15,0,very poor,3/4,drought after flowering,70,15,120,"I suffered drought, so my maize could not give me good yield",
202211,47148,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205411,47142,0.1535087719,5,grp_none,Hurmat,2019-12-31,connected,2,5,0,good,none,no fertilizer,20,4,100,"",
205416,47153,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205444,47204,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
202506,47190,0.1785714286,6,grp_paidout,Hurmat,2019-12-31,connected,4,10,0,poor,3/4,drought after flowering,40,8,100,"",
205430,47188,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
206382,49924,0.1530054645,2,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205429,47183,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205429,47183,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205432,47191,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205436,47196,0.1666666667,3,grp_paidout,Hurmat,2019-12-31,connected,2,6,2,poor,2/3,drought after flowering,20,4,110,"",
205098,47461,0.1530054645,2,grp_none,Hurmat,2019-12-31,connected,5,37,10,good,1/3,other,50,0,0,Stored it,
205572,47340,0.1535087719,5,grp_none,Hurmat,2019-12-31,failed,,,,"","","",,,,"",
205576,47346,0.1535087719,5,grp_none,Hurmat,2019-12-31,connected,2,11,0,poor,1/2,other,20,0,0,Not sold yet,
